#id, 楼层, 上/下按钮, 要去几层, 读取下一条数据间隔时间
4370,9,UP,15,4
4371,4,UP,17,5
4372,5,UP,14,5
4373,10,UP,19,1
4374,22,DOWN,19,6
4375,17,UP,18,1
4376,8,DOWN,4,1
4377,21,UP,22,1
4378,10,UP,22,5
4379,18,DOWN,10,3
4380,15,DOWN,6,6
4381,23,DOWN,14,4
4382,8,UP,17,1
4383,15,UP,17,6
4384,16,DOWN,6,2
4385,17,DOWN,9,2
4386,3,UP,20,4
4387,1,UP,19,6
4388,11,UP,14,2
4389,11,UP,23,2
4390,10,DOWN,6,4
4391,24,DOWN,16,2
4392,8,UP,16,2
4393,14,DOWN,11,3
4394,4,UP,14,6
4395,13,UP,20,6
4396,14,UP,21,5
4397,10,DOWN,1,3
4398,4,UP,24,5
4399,16,DOWN,14,1
4400,10,DOWN,1,1
4401,9,UP,21,3
4402,9,UP,12,3
4403,5,UP,7,6
4404,17,DOWN,11,1
4405,22,DOWN,12,5
4406,13,UP,16,3
4407,7,UP,10,4
4408,11,DOWN,3,2
4409,3,UP,4,4
4410,5,UP,7,3
4411,10,UP,19,3
4412,21,DOWN,19,2
4413,17,DOWN,5,6
4414,22,DOWN,8,6
4415,5,DOWN,2,4
4416,10,UP,11,2
4417,3,UP,23,2
4418,12,UP,22,1
4419,19,DOWN,9,2
4420,15,DOWN,10,4
4421,11,DOWN,4,4
4422,22,DOWN,13,3
4423,18,DOWN,11,1
4424,13,DOWN,5,1
4425,21,DOWN,18,2
4426,6,DOWN,1,2
4427,9,UP,24,1
4428,16,DOWN,12,4
4429,7,UP,21,6
4430,15,UP,18,6
4431,15,DOWN,13,5
4432,12,DOWN,8,1
4433,16,DOWN,2,4
4434,23,DOWN,2,4
4435,19,DOWN,3,2
4436,13,UP,21,5
4437,20,DOWN,4,1
4438,18,UP,23,6
4439,9,UP,16,1
4440,15,UP,22,4
4441,8,UP,21,2
4442,21,DOWN,11,6
4443,21,DOWN,9,1
4444,22,DOWN,6,3
4445,6,UP,23,5
4446,16,DOWN,10,4
4447,20,DOWN,14,2
4448,23,DOWN,2,2
4449,7,UP,11,5
4450,15,DOWN,7,3
4451,19,UP,23,4
4452,6,UP,20,5
4453,5,UP,15,5
4454,11,DOWN,2,6
4455,22,DOWN,18,3
4456,6,UP,21,3
4457,7,UP,21,3
4458,4,UP,9,1
4459,13,UP,20,5
4460,4,UP,9,3
4461,11,DOWN,1,1
4462,17,UP,19,4
4463,22,DOWN,15,1
4464,24,DOWN,12,4
4465,4,UP,6,4
4466,14,UP,15,6
4467,5,DOWN,1,3
4468,1,UP,2,1
4469,3,UP,14,5
4470,7,DOWN,4,4
4471,8,DOWN,4,5
4472,20,DOWN,19,2
4473,13,DOWN,11,2
4474,19,DOWN,12,1
4475,6,DOWN,2,6
4476,14,DOWN,9,6
4477,1,UP,13,4
4478,23,DOWN,12,5
4479,6,DOWN,2,5
4480,12,UP,17,5
4481,24,DOWN,13,6
4482,13,DOWN,1,6
4483,9,UP,16,6
4484,13,DOWN,10,2
4485,22,DOWN,21,5
4486,23,DOWN,2,4
4487,15,UP,17,6
4488,23,DOWN,1,4
4489,1,UP,23,5
4490,10,UP,24,4
4491,22,DOWN,15,6
4492,1,UP,5,3
4493,11,UP,18,2
4494,16,DOWN,11,2
4495,9,UP,20,6
4496,24,DOWN,12,3
4497,3,UP,8,2
4498,17,UP,18,1
4499,13,DOWN,1,5
4500,9,UP,17,4
4501,9,DOWN,5,5
4502,3,UP,23,3
4503,10,UP,15,4
4504,13,UP,22,3
4505,20,DOWN,2,2
4506,9,UP,13,6
4507,18,UP,24,5
4508,2,UP,13,2
4509,10,UP,14,5
4510,9,UP,24,3
4511,8,UP,14,6
4512,13,DOWN,6,1
4513,3,UP,13,4
4514,5,UP,23,3
4515,7,UP,9,1
4516,21,DOWN,5,2
4517,2,UP,11,6
4518,11,UP,16,4
4519,21,DOWN,7,1
4520,11,UP,19,1
4521,10,UP,24,2
4522,9,UP,24,6
4523,19,UP,20,2
4524,5,UP,6,2
4525,17,DOWN,7,5
4526,9,UP,14,2
4527,2,UP,9,4
4528,9,DOWN,7,3
4529,4,UP,9,6
4530,11,DOWN,3,1
4531,5,DOWN,2,2
4532,6,UP,16,2
4533,23,DOWN,3,4
4534,24,DOWN,5,4
4535,16,DOWN,1,6
4536,7,UP,19,2
4537,9,UP,10,5
4538,20,DOWN,14,3
4539,21,DOWN,9,3
4540,2,UP,4,3
4541,18,DOWN,16,5
4542,8,UP,15,6
4543,15,DOWN,1,5
4544,7,UP,18,3
4545,1,UP,24,6
4546,10,UP,14,2
4547,4,UP,15,1
4548,23,DOWN,21,5
4549,5,UP,8,2
4550,2,UP,4,1
4551,21,DOWN,18,4
4552,9,UP,13,4
4553,8,UP,17,1
4554,19,DOWN,8,6
4555,8,UP,15,4
4556,2,UP,16,2
4557,21,DOWN,16,5
4558,12,UP,23,5
4559,23,DOWN,10,3
4560,5,UP,13,1
4561,11,DOWN,2,5
4562,13,DOWN,11,3
4563,22,DOWN,13,2
4564,17,DOWN,4,5
4565,14,DOWN,7,3
4566,9,DOWN,5,1
4567,8,UP,10,4
4568,2,UP,8,2
4569,5,UP,21,1
4570,2,UP,11,1
4571,12,UP,18,3
4572,14,DOWN,7,4
4573,11,UP,18,4
4574,9,UP,24,5
4575,12,DOWN,11,4
4576,2,UP,4,4
4577,10,UP,13,5
4578,14,DOWN,10,3
4579,24,DOWN,14,3
4580,3,UP,12,2
4581,21,DOWN,20,3
4582,19,DOWN,17,1
4583,22,DOWN,13,1
4584,12,UP,18,5
4585,23,DOWN,8,6
4586,8,UP,18,2
4587,20,DOWN,16,6
4588,20,DOWN,1,4
4589,24,DOWN,6,5
4590,9,DOWN,3,2
4591,16,DOWN,8,4
4592,18,UP,19,2
4593,17,UP,22,6
4594,1,UP,15,4
4595,10,UP,21,5
4596,4,UP,11,4
4597,4,UP,13,5
4598,16,UP,24,2
4599,6,UP,24,6
4600,23,DOWN,19,3
4601,11,UP,15,6
4602,16,UP,24,1
4603,20,DOWN,5,3
4604,13,DOWN,2,1
4605,14,UP,15,5
4606,22,DOWN,16,1
4607,11,DOWN,10,5
4608,7,UP,20,3
4609,10,UP,24,4
4610,24,DOWN,6,2
4611,1,UP,18,2
4612,24,DOWN,11,4
4613,8,UP,18,1
4614,7,UP,20,3
4615,20,DOWN,9,2
4616,14,UP,16,5
4617,1,UP,4,1
4618,17,DOWN,8,3
4619,24,DOWN,19,5
4620,19,DOWN,8,1
4621,11,UP,20,5
4622,23,DOWN,21,3
4623,15,DOWN,2,4
4624,11,UP,22,2
4625,12,DOWN,8,6
4626,17,DOWN,5,1
4627,6,UP,7,2
4628,18,UP,23,6
4629,18,UP,23,2
4630,5,UP,24,2
4631,6,UP,17,3
4632,11,DOWN,8,1
4633,21,DOWN,8,3
4634,18,DOWN,4,2
4635,12,DOWN,2,4
4636,17,UP,24,2
4637,2,UP,13,1
4638,10,UP,18,2
4639,16,DOWN,2,2
4640,14,UP,21,6
4641,16,DOWN,4,3
4642,10,UP,18,1
4643,24,DOWN,22,1
4644,2,UP,11,2
4645,1,UP,6,2
4646,10,DOWN,9,6
4647,11,DOWN,4,6
4648,7,UP,15,4
4649,7,UP,24,2
4650,3,UP,9,6
4651,10,DOWN,6,1
4652,21,DOWN,9,6
4653,6,DOWN,2,5
4654,17,DOWN,1,6
4655,9,DOWN,6,1
4656,15,DOWN,12,1
4657,6,DOWN,2,2
4658,3,UP,24,5
4659,14,UP,24,2
4660,24,DOWN,17,2
4661,20,DOWN,17,5
4662,7,UP,22,1
4663,12,DOWN,9,6
4664,24,DOWN,2,6
4665,15,DOWN,8,2
4666,12,UP,14,4
4667,4,UP,6,3
4668,19,DOWN,8,4
4669,16,UP,18,6
4670,4,UP,8,1
4671,22,DOWN,3,2
4672,13,DOWN,7,6
4673,3,UP,10,2
4674,10,DOWN,4,5
4675,3,UP,5,1
4676,12,DOWN,9,4
4677,23,DOWN,3,2
4678,9,DOWN,3,5
4679,7,UP,10,6
4680,2,UP,8,4
4681,7,UP,20,5
4682,11,DOWN,9,2
4683,16,DOWN,2,1
4684,12,DOWN,3,6
4685,21,DOWN,6,3
4686,19,UP,22,4
4687,6,UP,8,4
4688,1,UP,18,5
4689,12,DOWN,11,1
4690,19,DOWN,9,4
4691,4,DOWN,2,1
4692,17,DOWN,3,3
4693,6,UP,9,1
4694,17,UP,19,5
4695,16,UP,19,3
4696,13,DOWN,3,1
4697,8,DOWN,5,3
4698,6,UP,13,5
4699,10,UP,16,4
4700,21,DOWN,11,5
4701,24,DOWN,23,1
4702,24,DOWN,1,4
4703,21,DOWN,12,6
4704,8,UP,13,6
4705,20,DOWN,9,2
4706,2,UP,24,6
4707,16,UP,20,3
4708,8,DOWN,3,6
4709,21,DOWN,20,6
4710,21,DOWN,7,5
4711,11,UP,15,2
4712,15,DOWN,5,1
4713,23,DOWN,14,6
4714,11,UP,21,1
4715,24,DOWN,7,1
4716,9,DOWN,1,2
4717,1,UP,7,2
4718,20,DOWN,7,4
4719,2,UP,16,2
4720,23,DOWN,12,1
4721,21,UP,22,3
4722,13,UP,18,6
4723,4,UP,14,5
4724,8,UP,10,2
4725,12,DOWN,8,1
4726,21,DOWN,15,4
4727,19,DOWN,17,5
4728,22,DOWN,3,4
4729,21,DOWN,3,5
4730,16,DOWN,3,2
4731,4,UP,5,3
4732,15,DOWN,9,3
4733,17,DOWN,10,6
4734,20,DOWN,13,6
4735,17,UP,24,3
4736,9,UP,11,6
4737,13,UP,23,2
4738,8,UP,24,4
4739,6,UP,14,6
4740,19,DOWN,12,1
4741,5,UP,11,6
4742,19,DOWN,4,4
4743,9,UP,23,4
4744,4,UP,18,5
4745,16,DOWN,7,4
4746,24,DOWN,23,1
4747,5,DOWN,3,2
4748,13,DOWN,10,2
4749,12,DOWN,7,2
4750,12,UP,19,1
4751,8,UP,11,2
4752,1,UP,22,1
4753,9,DOWN,5,3
4754,4,UP,5,4
4755,11,UP,21,5
4756,11,UP,19,2
4757,3,DOWN,2,3
4758,7,UP,18,3
4759,14,DOWN,11,1
4760,3,UP,20,5
4761,21,DOWN,14,5
4762,2,UP,9,3
4763,11,UP,23,3
4764,18,DOWN,14,3
4765,8,UP,13,5
4766,3,UP,9,3
4767,6,UP,23,4
4768,13,DOWN,8,5
4769,8,UP,9,3
4770,14,UP,15,6
4771,5,UP,6,2
4772,23,DOWN,9,2
4773,7,UP,16,4
4774,5,UP,16,5
4775,22,DOWN,7,6
4776,4,UP,13,3
4777,23,UP,24,6
4778,16,DOWN,8,2
4779,6,UP,8,2
4780,18,DOWN,13,4
4781,19,DOWN,15,2
4782,10,UP,20,3
4783,4,UP,14,2
4784,19,DOWN,7,5
4785,23,DOWN,5,1
4786,18,DOWN,7,2
4787,11,UP,18,4
4788,8,UP,22,4
4789,12,DOWN,3,5
4790,6,UP,24,2
4791,10,UP,19,1
4792,23,DOWN,10,4
4793,14,DOWN,8,6
4794,23,DOWN,2,5
4795,6,UP,20,4
4796,2,UP,10,5
4797,24,DOWN,22,1
4798,20,UP,22,4
4799,24,DOWN,23,4
4800,14,UP,23,1
4801,5,UP,19,2
4802,24,DOWN,1,4
4803,2,DOWN,1,1
4804,1,UP,20,5
4805,7,UP,15,6
4806,3,UP,8,6
4807,24,DOWN,21,3
4808,19,UP,23,1
4809,14,UP,16,1
4810,21,DOWN,11,1
4811,15,UP,23,5
4812,20,DOWN,6,3
4813,1,UP,6,2
4814,9,DOWN,4,6
4815,18,DOWN,5,5
4816,12,UP,19,2
4817,1,UP,12,1
4818,20,UP,21,2
4819,8,UP,21,1
4820,6,UP,18,1
4821,24,DOWN,17,4
4822,12,UP,13,1
4823,14,DOWN,10,3
4824,18,DOWN,14,3
4825,12,UP,20,5
4826,10,DOWN,3,1
4827,24,DOWN,15,1
4828,14,DOWN,11,1
4829,4,UP,5,5
4830,11,UP,21,1
4831,14,DOWN,13,1
4832,22,DOWN,14,6
4833,15,UP,23,2
4834,16,UP,22,3
4835,20,DOWN,12,6
4836,9,UP,20,3
4837,20,DOWN,1,1
4838,3,UP,22,5
4839,21,UP,22,1
4840,23,DOWN,18,1
4841,6,UP,9,2
4842,10,DOWN,8,5
4843,24,DOWN,14,1
4844,3,UP,11,5
4845,16,DOWN,10,4
4846,22,DOWN,8,2
4847,24,DOWN,11,6
4848,14,UP,20,2
4849,24,DOWN,3,6
4850,18,DOWN,4,3
4851,23,DOWN,7,1
4852,21,DOWN,5,3
4853,13,UP,15,4
4854,15,DOWN,5,2
4855,18,DOWN,3,6
4856,5,UP,16,6
4857,12,DOWN,6,6
4858,19,DOWN,9,4
4859,7,DOWN,1,1
4860,4,UP,12,4
4861,21,DOWN,10,3
4862,23,DOWN,15,2
4863,9,DOWN,7,5
4864,22,UP,23,4
4865,2,UP,4,6
4866,12,UP,18,1
4867,22,DOWN,20,5
4868,16,DOWN,9,6
4869,24,DOWN,10,4
4870,2,UP,5,2
4871,15,DOWN,9,2
4872,21,DOWN,12,3
4873,16,UP,24,2
4874,13,UP,23,4
4875,5,DOWN,3,2
4876,1,UP,4,2
4877,12,UP,22,6
4878,6,UP,7,6
4879,21,DOWN,8,2
4880,23,DOWN,7,4
4881,9,DOWN,3,2
4882,6,UP,21,5
4883,6,UP,22,6
4884,24,DOWN,22,1
4885,10,UP,11,1
4886,4,UP,12,2
4887,23,DOWN,17,3
4888,4,DOWN,1,5
4889,13,DOWN,2,5
4890,3,UP,14,5
4891,3,DOWN,1,6
4892,8,UP,16,2
4893,19,DOWN,4,1
4894,6,UP,22,5
4895,4,UP,8,2
4896,3,UP,7,1
4897,18,UP,23,6
4898,13,DOWN,2,4
4899,3,DOWN,2,5
4900,14,UP,18,6
4901,22,DOWN,10,6
4902,3,UP,22,3
4903,12,UP,20,6
4904,22,DOWN,3,4
4905,21,DOWN,6,4
4906,13,UP,18,2
4907,7,UP,11,4
4908,9,UP,17,4
4909,17,DOWN,6,1
4910,1,UP,5,6
4911,1,UP,11,1
4912,18,UP,20,6
4913,8,UP,24,2
4914,1,UP,19,6
4915,1,UP,16,1
4916,10,DOWN,4,6
4917,23,DOWN,11,6
4918,1,UP,15,6
4919,12,DOWN,9,3
4920,24,DOWN,18,6
4921,10,DOWN,7,2
4922,17,UP,21,4
4923,21,DOWN,1,3
4924,10,DOWN,4,2
4925,14,UP,23,6
4926,8,UP,14,4
4927,16,DOWN,11,2
4928,19,DOWN,10,4
4929,23,DOWN,21,5
4930,11,UP,19,4
4931,15,UP,18,2
4932,7,UP,13,4
4933,23,DOWN,6,4
4934,16,DOWN,4,4
4935,20,DOWN,19,2
4936,5,DOWN,4,2
4937,4,UP,17,2
4938,17,DOWN,10,1
4939,7,UP,14,2
4940,4,UP,17,2
4941,3,UP,14,4
4942,11,DOWN,4,4
4943,17,DOWN,14,2
4944,15,DOWN,12,2
4945,4,UP,6,5
4946,8,UP,13,4
4947,16,DOWN,2,6
4948,11,DOWN,5,4
4949,10,UP,12,2
4950,10,DOWN,2,1
4951,19,DOWN,13,6
4952,21,DOWN,18,1
4953,9,DOWN,4,4
4954,20,DOWN,4,6
4955,18,UP,24,6
4956,13,DOWN,2,4
4957,7,UP,11,2
4958,20,DOWN,6,1
4959,18,DOWN,2,6
4960,20,UP,22,4
4961,5,DOWN,2,1
4962,20,DOWN,5,1
4963,17,DOWN,11,3
4964,6,DOWN,2,5
4965,6,UP,13,1
4966,17,UP,24,3
4967,24,DOWN,4,3
4968,11,DOWN,6,5
4969,10,DOWN,5,3
4970,17,UP,20,5
4971,8,UP,17,5
4972,14,DOWN,13,4
4973,14,UP,22,6
4974,9,DOWN,8,3
4975,3,DOWN,2,2
4976,19,DOWN,16,4
4977,8,UP,20,5
4978,3,UP,22,6
4979,20,DOWN,16,3
4980,10,UP,21,5
4981,24,DOWN,7,1
4982,24,DOWN,20,1
4983,3,UP,15,4
4984,3,UP,22,1
4985,10,UP,20,4
4986,2,UP,7,1
4987,5,UP,11,6
4988,22,DOWN,7,1
4989,20,DOWN,18,6
4990,23,DOWN,12,3
4991,23,DOWN,20,6
4992,2,DOWN,1,2
4993,11,UP,19,1
4994,10,UP,14,3
4995,7,UP,9,1
4996,20,DOWN,7,2
4997,6,UP,13,5
4998,4,DOWN,1,4
4999,12,UP,20,3
5000,20,DOWN,16,3
5001,16,DOWN,10,3
5002,4,UP,9,1
5003,13,DOWN,8,3
5004,24,DOWN,22,5
5005,10,DOWN,3,6
5006,9,DOWN,1,3
5007,11,UP,23,2
5008,12,UP,19,4
5009,22,DOWN,9,5
5010,3,UP,17,2
5011,3,DOWN,1,4
5012,3,UP,5,1
5013,24,DOWN,9,2
5014,14,DOWN,2,3
5015,21,DOWN,9,5
5016,19,DOWN,10,1
5017,9,UP,24,6
5018,16,DOWN,1,5
5019,20,DOWN,18,4
5020,15,UP,16,3
5021,16,DOWN,13,1
5022,11,DOWN,5,4
5023,11,UP,22,3
5024,22,DOWN,4,6
5025,22,DOWN,4,3
5026,22,DOWN,6,4
5027,8,UP,22,3
5028,1,UP,12,2
5029,5,UP,6,3
5030,6,DOWN,3,1
5031,7,UP,21,6
5032,19,DOWN,3,1
5033,6,UP,15,2
5034,17,DOWN,14,4
5035,6,UP,23,3
5036,10,DOWN,1,5
5037,21,DOWN,8,1
5038,11,UP,16,5
5039,8,DOWN,7,4
5040,2,UP,21,2
5041,10,DOWN,4,5
5042,1,UP,12,5
5043,1,UP,13,3
5044,2,UP,24,2
5045,22,DOWN,6,6
5046,10,DOWN,2,5
5047,13,DOWN,6,4
5048,14,UP,15,2
5049,7,UP,16,2
5050,21,DOWN,9,5
5051,13,UP,21,2
5052,19,DOWN,12,1
5053,1,UP,23,1
5054,5,UP,9,3
5055,15,UP,22,5
5056,2,UP,11,1
5057,2,UP,18,2
5058,1,UP,11,6
5059,17,UP,19,1
5060,5,UP,12,3
5061,1,UP,11,1
5062,24,DOWN,15,5
5063,3,UP,24,3
5064,22,DOWN,9,2
5065,19,DOWN,13,3
5066,17,DOWN,1,1
5067,22,DOWN,17,6
5068,21,DOWN,14,2
5069,10,UP,20,4
5070,8,UP,17,4
5071,2,UP,6,2
5072,8,UP,21,4
5073,18,DOWN,6,5
5074,20,UP,21,6
5075,10,UP,21,4
5076,11,UP,21,3
5077,17,UP,20,1
5078,1,UP,11,5
5079,7,UP,11,3
5080,9,DOWN,2,3
5081,24,DOWN,10,5
5082,24,DOWN,11,4
5083,22,UP,24,3
5084,2,UP,18,2
5085,16,DOWN,8,6
5086,2,UP,17,6
5087,21,DOWN,12,5
5088,17,DOWN,3,3
5089,22,DOWN,12,3
5090,23,DOWN,4,1
5091,3,UP,7,1
5092,15,DOWN,5,6
5093,9,UP,14,6
5094,7,DOWN,3,5
5095,14,DOWN,13,4
5096,23,DOWN,1,6
5097,22,DOWN,20,1
5098,17,UP,19,6
5099,10,UP,13,4
5100,1,UP,7,6
5101,20,DOWN,19,1
5102,6,UP,11,1
5103,17,DOWN,2,2
5104,24,DOWN,4,3
5105,20,DOWN,15,2
5106,9,UP,11,1
5107,22,DOWN,7,4
5108,1,UP,22,2
5109,21,UP,23,1
5110,24,DOWN,2,5
5111,24,DOWN,5,5
5112,8,DOWN,3,1
5113,1,UP,18,1
5114,16,UP,24,1
5115,11,DOWN,6,1
5116,22,DOWN,13,3
5117,17,UP,20,1
5118,9,DOWN,6,4
5119,19,DOWN,6,2
5120,1,UP,4,5
5121,10,UP,23,6
5122,4,UP,6,1
5123,14,DOWN,1,5
5124,6,UP,24,1
5125,4,UP,21,4
5126,8,UP,18,4
5127,14,DOWN,7,3
5128,3,UP,17,4
5129,23,DOWN,3,1
5130,12,UP,19,1
5131,23,DOWN,20,6
5132,21,DOWN,6,2
5133,2,UP,15,1
5134,22,UP,23,5
5135,11,UP,20,2
5136,17,DOWN,7,2
5137,16,DOWN,11,5
5138,17,DOWN,15,5
5139,8,UP,18,4
5140,7,UP,15,1
5141,16,DOWN,10,2
5142,13,DOWN,11,5
5143,3,UP,17,2
5144,9,UP,17,4
5145,8,UP,24,5
5146,9,DOWN,3,3
5147,20,DOWN,11,5
5148,1,UP,21,5
5149,22,UP,23,3
5150,19,DOWN,5,2
5151,13,UP,15,1
5152,9,DOWN,7,5
5153,4,UP,11,6
5154,7,UP,13,1
5155,8,UP,24,2
5156,13,DOWN,5,4
5157,14,DOWN,8,6
5158,5,UP,21,6
5159,12,DOWN,7,5
5160,19,DOWN,4,1
5161,2,UP,10,6
5162,5,UP,18,4
5163,19,DOWN,18,5
5164,11,UP,13,3
5165,4,UP,11,1
5166,5,UP,7,1
5167,19,DOWN,6,5
5168,19,DOWN,1,4
5169,13,DOWN,3,4
5170,11,DOWN,1,2
5171,16,UP,23,2
5172,10,DOWN,7,5
5173,15,DOWN,7,2
5174,22,UP,23,4
5175,11,DOWN,8,3
5176,20,UP,22,1
5177,14,DOWN,12,4
5178,22,DOWN,13,3
5179,1,UP,22,1
5180,21,DOWN,19,4
5181,21,DOWN,14,4
5182,19,UP,21,6
5183,10,DOWN,6,4
5184,23,DOWN,16,6
5185,3,UP,18,2
5186,18,DOWN,10,5
5187,21,DOWN,14,5
5188,7,UP,24,6
5189,10,UP,18,4
5190,4,DOWN,1,6
5191,4,DOWN,1,1
5192,20,DOWN,3,5
5193,19,DOWN,7,4
5194,17,DOWN,13,2
5195,1,UP,11,6
5196,8,DOWN,2,4
5197,24,DOWN,9,5
5198,9,UP,22,2
5199,21,UP,23,2
5200,8,UP,17,2
5201,3,UP,9,3
5202,22,DOWN,19,5
5203,10,UP,17,6
5204,3,UP,24,6
5205,10,DOWN,9,3
5206,10,DOWN,8,1
5207,15,UP,22,2
5208,14,UP,22,4
5209,20,DOWN,5,5
5210,1,UP,16,1
5211,9,DOWN,2,5
5212,4,UP,20,6
5213,22,DOWN,13,5
5214,19,DOWN,9,3
5215,7,DOWN,5,2
5216,4,UP,12,1
5217,7,DOWN,6,1
5218,23,DOWN,17,1
5219,17,DOWN,15,4
5220,4,UP,5,1
5221,9,UP,19,2
5222,9,DOWN,8,4
5223,24,DOWN,22,6
5224,19,DOWN,8,1
5225,21,DOWN,11,6
5226,20,UP,21,2
5227,5,UP,15,3
5228,9,UP,24,3
5229,7,UP,21,3
5230,22,DOWN,13,2
5231,10,UP,13,3
5232,17,DOWN,16,5
5233,2,UP,3,1
5234,19,DOWN,7,3
5235,3,UP,15,6
5236,7,UP,17,5
5237,10,DOWN,8,5
5238,13,DOWN,1,5
5239,5,UP,11,1
5240,15,DOWN,9,2
5241,4,UP,6,6
5242,24,DOWN,17,3
5243,9,DOWN,6,6
5244,18,DOWN,5,5
5245,5,UP,6,5
5246,9,UP,16,2
5247,12,DOWN,4,5
5248,13,DOWN,6,6
5249,23,DOWN,17,3
5250,24,DOWN,11,3
5251,20,UP,22,6
5252,6,UP,23,1
5253,4,UP,18,3
5254,6,UP,16,1
5255,17,DOWN,1,6
5256,4,UP,17,1
5257,8,UP,23,4
5258,12,DOWN,7,5
5259,20,DOWN,16,5
5260,1,UP,23,6
5261,13,DOWN,3,6
5262,14,UP,16,5
5263,21,DOWN,18,2
5264,6,UP,20,3
5265,2,UP,18,1
5266,14,DOWN,2,5
5267,1,UP,13,5
5268,3,DOWN,2,3
5269,10,UP,18,4
5270,14,UP,19,3
5271,14,DOWN,8,6
5272,13,DOWN,6,6
5273,8,UP,13,5
5274,19,DOWN,11,3
5275,3,UP,15,3
5276,5,DOWN,1,4
5277,24,DOWN,6,1
5278,1,UP,18,3
5279,19,DOWN,1,3
5280,16,DOWN,3,6
5281,17,DOWN,4,3
5282,14,DOWN,10,2
5283,16,UP,17,1
5284,8,DOWN,1,2
5285,6,UP,15,4
5286,6,UP,23,6
5287,4,UP,23,4
5288,5,UP,14,2
5289,4,UP,21,6
5290,24,DOWN,18,3
5291,11,UP,20,3
5292,21,DOWN,8,5
5293,1,UP,12,4
5294,12,UP,15,6
5295,6,UP,12,4
5296,13,UP,21,4
5297,8,UP,20,3
5298,7,UP,16,3
5299,20,UP,21,6
5300,6,UP,18,1
5301,16,UP,18,3
5302,24,DOWN,6,5
5303,2,UP,14,1
5304,16,DOWN,14,3
5305,22,DOWN,2,3
5306,17,UP,21,4
5307,8,UP,16,2
5308,16,UP,24,1
5309,22,DOWN,21,3
5310,18,DOWN,8,3
5311,20,DOWN,9,4
5312,5,UP,10,6
5313,6,UP,8,6
5314,12,UP,15,4
5315,9,DOWN,3,3
5316,20,DOWN,9,2
5317,15,DOWN,10,2
5318,18,DOWN,9,5
5319,5,DOWN,3,6
5320,1,UP,2,4
5321,15,DOWN,7,1
5322,20,DOWN,17,4
5323,5,UP,6,3
5324,13,DOWN,9,1
5325,5,UP,13,3
5326,24,DOWN,18,3
5327,15,DOWN,7,2
5328,23,DOWN,15,3
5329,6,UP,8,2
5330,19,DOWN,18,3
5331,12,UP,17,2
5332,18,DOWN,2,4
5333,18,DOWN,12,5
5334,24,DOWN,2,1
5335,19,DOWN,9,5
5336,2,UP,23,5
5337,21,DOWN,15,3
5338,17,DOWN,1,4
5339,16,DOWN,2,3
5340,3,UP,14,4
5341,8,UP,23,4
5342,22,DOWN,15,5
5343,13,DOWN,8,6
5344,23,DOWN,13,5
5345,16,DOWN,11,6
5346,21,DOWN,5,4
5347,12,DOWN,8,1
5348,1,UP,22,6
5349,20,DOWN,19,1
5350,2,UP,16,1
5351,10,UP,11,2
5352,6,DOWN,3,6
5353,4,DOWN,3,3
5354,1,UP,6,4
5355,7,DOWN,6,5
5356,6,UP,16,1
5357,14,DOWN,11,6
5358,21,DOWN,11,4
5359,3,UP,6,1
5360,24,DOWN,11,1
5361,3,UP,9,1
5362,13,DOWN,3,2
5363,11,DOWN,1,6
5364,24,DOWN,20,4
5365,3,DOWN,2,5
5366,20,DOWN,15,6
5367,7,UP,20,5
5368,4,UP,9,1
5369,18,DOWN,10,6
5370,21,UP,23,2
5371,16,DOWN,3,3
5372,16,UP,24,1
5373,7,UP,19,5
5374,24,DOWN,23,2
5375,4,UP,19,3
5376,23,DOWN,4,1
5377,19,UP,23,5
5378,23,DOWN,15,1
5379,6,UP,9,6
5380,6,UP,16,2
5381,22,DOWN,3,4
5382,11,UP,15,5
5383,3,UP,21,5
5384,23,DOWN,11,5
5385,20,DOWN,15,6
5386,18,UP,23,4
5387,5,UP,20,1
5388,18,DOWN,2,6
5389,20,DOWN,14,5
5390,21,DOWN,18,3
5391,6,DOWN,3,6
5392,16,DOWN,7,6
5393,20,DOWN,8,5
5394,21,DOWN,6,4
5395,11,UP,15,5
5396,16,DOWN,12,4
5397,11,UP,16,4
5398,5,DOWN,2,5
5399,2,UP,8,1
5400,10,UP,20,3
5401,19,UP,24,5
5402,19,DOWN,11,1
5403,9,UP,14,3
5404,10,UP,23,6
5405,17,DOWN,1,6
5406,24,DOWN,19,5
5407,13,DOWN,11,4
5408,21,DOWN,7,6
5409,20,DOWN,15,6
5410,6,UP,8,6
5411,4,UP,15,1
5412,24,DOWN,12,6
5413,15,UP,18,2
5414,17,DOWN,6,5
5415,15,DOWN,11,3
5416,6,UP,8,3
5417,12,UP,24,2
5418,6,DOWN,1,4
5419,16,DOWN,12,2
5420,16,DOWN,8,3
5421,15,DOWN,14,1
5422,15,DOWN,2,5
5423,12,DOWN,1,3
5424,16,UP,24,1
5425,13,DOWN,12,2
5426,20,DOWN,9,1
5427,16,DOWN,14,5
5428,10,DOWN,9,1
5429,10,DOWN,8,5
5430,3,UP,16,2
5431,2,UP,6,3
5432,2,UP,5,4
5433,7,UP,9,4
5434,12,DOWN,6,2
5435,22,DOWN,1,5
5436,20,UP,21,6
5437,7,DOWN,6,5
5438,14,DOWN,2,2
5439,2,UP,13,1
5440,16,DOWN,11,5
